DATE,TIME,O,H,L,C,V
2022.02.01,22:15,1.12496,1.12501,1.12464,1.12487,297
2022.02.01,22:30,1.12487,1.125,1.12432,1.12448,474
2022.02.01,22:45,1.12448,1.12524,1.12431,1.12524,529
2022.02.01,23:00,1.12524,1.12562,1.1252,1.12556,508
2022.02.01,23:15,1.12556,1.12576,1.12526,1.1253,630
2022.02.01,23:30,1.1253,1.12603,1.1252,1.126,646
2022.02.01,23:45,1.126,1.12681,1.12598,1.12672,592
2022.02.02,00:00,1.12672,1.12694,1.12648,1.1269,433
2022.02.02,00:15,1.1269,1.12705,1.12671,1.12688,424
2022.02.02,00:30,1.12688,1.12703,1.1266,1.12666,174
2022.02.02,00:45,1.12666,1.12734,1.12664,1.12719,197
2022.02.02,01:00,1.12719,1.12727,1.12708,1.12725,116
2022.02.02,01:15,1.12725,1.12738,1.12725,1.12736,163
2022.02.02,01:30,1.12736,1.12736,1.127,1.12709,6
2022.02.02,01:45,1.12709,1.12728,1.12709,1.12724,39
2022.02.02,02:00,1.12724,1.1273,1.12709,1.12709,26
2022.02.02,02:15,1.12709,1.12732,1.12707,1.1271,34
2022.02.02,02:30,1.1271,1.12718,1.12696,1.12708,215
2022.02.02,02:45,1.12708,1.1273,1.12694,1.1271,150
2022.02.02,03:00,1.1271,1.12731,1.12708,1.12723,46
2022.02.02,03:15,1.12723,1.12738,1.12714,1.12731,54
2022.02.02,03:30,1.12731,1.12748,1.12715,1.12722,133
2022.02.02,03:45,1.12722,1.12722,1.1269,1.12693,142
2022.02.02,04:00,1.12693,1.12698,1.12684,1.12691,126
2022.02.02,04:15,1.12691,1.12718,1.12691,1.12712,204
2022.02.02,04:30,1.12712,1.12736,1.12708,1.12732,241
2022.02.02,04:45,1.12732,1.12748,1.12731,1.12748,252
2022.02.02,05:00,1.12748,1.12764,1.12738,1.12762,210
2022.02.02,05:15,1.12762,1.12769,1.12752,1.12766,141
2022.02.02,05:30,1.12766,1.12775,1.12758,1.12769,222
2022.02.02,05:45,1.12769,1.12774,1.1275,1.12759,199
2022.02.02,06:00,1.12759,1.12782,1.12759,1.12774,189
2022.02.02,06:15,1.12774,1.12778,1.12768,1.12778,98
2022.02.02,06:30,1.12778,1.12778,1.12746,1.12746,274
2022.02.02,06:45,1.12746,1.1275,1.12724,1.1273,272
2022.02.02,07:00,1.1273,1.12734,1.12719,1.12728,222
2022.02.02,07:15,1.12728,1.12732,1.12707,1.12708,127
2022.02.02,07:30,1.12708,1.12735,1.12708,1.12735,123
2022.02.02,07:45,1.12735,1.12753,1.12735,1.12746,84
2022.02.02,08:00,1.12746,1.12758,1.12744,1.12745,80
2022.02.02,08:15,1.12745,1.12758,1.12743,1.12746,113
2022.02.02,08:30,1.12746,1.12749,1.12738,1.12742,126
2022.02.02,08:45,1.12742,1.12758,1.12736,1.12758,234
2022.02.02,09:00,1.12758,1.12758,1.12727,1.12727,90
2022.02.02,09:15,1.12727,1.12738,1.1271,1.12732,130
2022.02.02,09:30,1.12732,1.12742,1.12718,1.12719,201
2022.02.02,09:45,1.12719,1.12746,1.12708,1.12708,227
2022.02.02,10:00,1.12708,1.1271,1.12668,1.12686,225
2022.02.02,10:15,1.12686,1.12704,1.12673,1.12693,267
2022.02.02,10:30,1.12693,1.12759,1.12682,1.12754,622
2022.02.02,10:45,1.12754,1.12782,1.12745,1.1277,410
2022.02.02,11:00,1.1277,1.1278,1.12738,1.12757,512
2022.02.02,11:15,1.12757,1.12843,1.12726,1.12816,681
2022.02.02,11:30,1.12816,1.12891,1.12797,1.12874,1432
2022.02.02,11:45,1.12874,1.12926,1.12848,1.12922,1178
2022.02.02,12:00,1.12922,1.12944,1.1285,1.12859,956
2022.02.02,12:15,1.12859,1.1291,1.12826,1.12896,1065
2022.02.02,12:30,1.12896,1.12904,1.12842,1.1287,846
2022.02.02,12:45,1.1287,1.129,1.128,1.12829,833
2022.02.02,13:00,1.12829,1.12834,1.12786,1.12811,1386
2022.02.02,13:15,1.12811,1.12945,1.12785,1.12932,1056
2022.02.02,13:30,1.12932,1.13051,1.129,1.12948,1698
2022.02.02,13:45,1.12948,1.13039,1.12943,1.13036,929
2022.02.02,14:00,1.13036,1.13144,1.13014,1.13116,972
2022.02.02,14:15,1.13116,1.13116,1.13074,1.13088,889
2022.02.02,14:30,1.13088,1.13139,1.13056,1.13089,1285
2022.02.02,14:45,1.13089,1.13154,1.13084,1.13123,824
2022.02.02,15:00,1.13123,1.13156,1.1311,1.1312,759
2022.02.02,15:15,1.1312,1.13202,1.13105,1.13164,1038
2022.02.02,15:30,1.13164,1.13235,1.13143,1.13226,827
2022.02.02,15:45,1.13226,1.13288,1.13222,1.13239,761
2022.02.02,16:00,1.13239,1.13239,1.13194,1.132,872
2022.02.02,16:15,1.132,1.1325,1.13182,1.13248,1047
2022.02.02,16:30,1.13248,1.13265,1.13205,1.13242,967
2022.02.02,16:45,1.13242,1.13304,1.13196,1.13236,1871
2022.02.02,17:00,1.13236,1.13246,1.13174,1.13197,1365
2022.02.02,17:15,1.13197,1.13214,1.13111,1.13114,1380
2022.02.02,17:30,1.13114,1.13144,1.13063,1.13104,1388
2022.02.02,17:45,1.13104,1.13213,1.13094,1.13184,1220
2022.02.02,18:00,1.13184,1.13208,1.13094,1.1311,1873
2022.02.02,18:15,1.1311,1.13156,1.13032,1.1305,1493
2022.02.02,18:30,1.1305,1.13092,1.12963,1.1299,1624
2022.02.02,18:45,1.1299,1.13001,1.12926,1.12988,1403
2022.02.02,19:00,1.12988,1.1306,1.12957,1.13044,1158
2022.02.02,19:15,1.13044,1.131,1.1294,1.12968,2149
2022.02.02,19:30,1.12968,1.1302,1.12932,1.12942,1088
2022.02.02,19:45,1.12942,1.12992,1.12928,1.12984,895
2022.02.02,20:00,1.12984,1.12996,1.1295,1.12993,782
2022.02.02,20:15,1.12993,1.13019,1.12955,1.12994,599
2022.02.02,20:30,1.12994,1.13074,1.12984,1.13048,592
2022.02.02,20:45,1.13048,1.1309,1.13048,1.13088,527
2022.02.02,21:00,1.13088,1.1309,1.13064,1.13086,250
2022.02.02,21:15,1.13086,1.13121,1.13076,1.13113,427
2022.02.02,21:30,1.13113,1.13144,1.13092,1.13138,423
2022.02.02,21:45,1.13138,1.13141,1.13114,1.13129,224
2022.02.02,22:00,1.13129,1.13138,1.13102,1.13109,270
2022.02.02,22:15,1.13109,1.13109,1.13058,1.13093,381
2022.02.02,22:30,1.13093,1.13103,1.13061,1.13089,439
2022.02.02,22:45,1.13089,1.13094,1.13064,1.13082,278
2022.02.02,23:00,1.13082,1.13109,1.13082,1.13098,319
2022.02.02,23:15,1.13098,1.13123,1.13094,1.13103,373
2022.02.02,23:30,1.13103,1.1313,1.13084,1.13123,361
2022.02.02,23:45,1.13123,1.1314,1.13096,1.13106,329
2022.02.03,00:00,1.13106,1.13118,1.13076,1.13076,270
2022.02.03,00:15,1.13076,1.13094,1.13038,1.13055,415
2022.02.03,00:30,1.13055,1.13055,1.13022,1.13037,168
2022.02.03,00:45,1.13037,1.13064,1.1303,1.1306,100
2022.02.03,01:00,1.1306,1.13083,1.13046,1.13046,77
2022.02.03,01:15,1.13046,1.1306,1.13038,1.13056,55
2022.02.03,01:30,1.13056,1.13065,1.1305,1.13065,8
2022.02.03,01:45,1.13065,1.13065,1.13036,1.13048,34
2022.02.03,02:00,1.13048,1.13052,1.13032,1.13036,12
2022.02.03,02:15,1.13036,1.13062,1.13034,1.13038,30
2022.02.03,02:30,1.13038,1.13055,1.13017,1.13019,214
2022.02.03,02:45,1.13019,1.13028,1.12984,1.13026,154
2022.02.03,03:00,1.13026,1.1303,1.13007,1.13015,107
2022.02.03,03:15,1.13015,1.13015,1.12984,1.12995,110
2022.02.03,03:30,1.12995,1.13,1.12978,1.12992,236
2022.02.03,03:45,1.12992,1.12992,1.12957,1.12957,117
2022.02.03,04:00,1.12957,1.12981,1.12952,1.12978,138
2022.02.03,04:15,1.12978,1.1298,1.12955,1.12965,134
2022.02.03,04:30,1.12965,1.1299,1.12952,1.12961,166
2022.02.03,04:45,1.12961,1.12968,1.12932,1.12952,185
2022.02.03,05:00,1.12952,1.12988,1.1295,1.12986,226
2022.02.03,05:15,1.12986,1.13005,1.1298,1.13002,127
2022.02.03,05:30,1.13002,1.13036,1.12997,1.1303,196
2022.02.03,05:45,1.1303,1.13036,1.12975,1.1298,187
2022.02.03,06:00,1.1298,1.13003,1.1298,1.12996,100
2022.02.03,06:15,1.12996,1.13005,1.1298,1.12988,117
2022.02.03,06:30,1.12988,1.13024,1.12977,1.13019,161
2022.02.03,06:45,1.13019,1.13072,1.13012,1.13062,240
2022.02.03,07:00,1.13062,1.13083,1.13046,1.13062,217
2022.02.03,07:15,1.13062,1.13066,1.13037,1.13048,162
2022.02.03,07:30,1.13048,1.13053,1.1301,1.13012,141
2022.02.03,07:45,1.13012,1.13014,1.12974,1.12984,92
2022.02.03,08:00,1.12984,1.13016,1.12984,1.13009,106
2022.02.03,08:15,1.13009,1.13013,1.12947,1.12968,175
2022.02.03,08:30,1.12968,1.13006,1.12964,1.12998,179
2022.02.03,08:45,1.12998,1.1302,1.12986,1.12999,291
2022.02.03,09:00,1.12999,1.1301,1.1299,1.12996,189
2022.02.03,09:15,1.12996,1.1301,1.12988,1.13006,134
2022.02.03,09:30,1.13006,1.13013,1.12972,1.12979,224
2022.02.03,09:45,1.12979,1.12986,1.1293,1.12946,234
2022.02.03,10:00,1.12946,1.12972,1.1293,1.12931,245
2022.02.03,10:15,1.12931,1.12981,1.12904,1.12914,308
2022.02.03,10:30,1.12914,1.12965,1.12914,1.1293,617
2022.02.03,10:45,1.1293,1.12942,1.12882,1.12888,688
2022.02.03,11:00,1.12888,1.12928,1.12881,1.12921,583
2022.02.03,11:15,1.12921,1.12975,1.12918,1.12974,546
2022.02.03,11:30,1.12974,1.12984,1.1292,1.12942,1267
2022.02.03,11:45,1.12942,1.12999,1.12932,1.12964,924
2022.02.03,12:00,1.12964,1.13026,1.1293,1.1294,926
2022.02.03,12:15,1.1294,1.12959,1.12884,1.12953,1182
2022.02.03,12:30,1.12953,1.12958,1.12894,1.12898,829
2022.02.03,12:45,1.12898,1.12971,1.12898,1.12898,937
2022.02.03,13:00,1.12898,1.12913,1.12852,1.12876,667
2022.02.03,13:15,1.12876,1.12915,1.1284,1.12844,907
2022.02.03,13:30,1.12844,1.1286,1.12814,1.12822,861
2022.02.03,13:45,1.12822,1.12824,1.12783,1.12808,614
2022.02.03,14:00,1.12808,1.12822,1.12775,1.12798,532
2022.02.03,14:15,1.12798,1.1281,1.12763,1.12793,652
2022.02.03,14:30,1.12793,1.1283,1.12756,1.12756,752
2022.02.03,14:45,1.12756,1.12802,1.12756,1.12772,641
2022.02.03,15:00,1.12772,1.12812,1.12752,1.12806,522
2022.02.03,15:15,1.12806,1.12814,1.1279,1.12804,579
2022.02.03,15:30,1.12804,1.12937,1.12776,1.12926,3037
2022.02.03,15:45,1.12926,1.12968,1.12868,1.12942,1599
2022.02.03,16:00,1.12942,1.12986,1.12853,1.12943,1738
2022.02.03,16:15,1.12943,1.12959,1.12672,1.12916,4509
2022.02.03,16:30,1.12916,1.12928,1.12839,1.12858,2779
2022.02.03,16:45,1.12858,1.12884,1.12794,1.12842,1831
2022.02.03,17:00,1.12842,1.13416,1.12828,1.13372,5360
2022.02.03,17:15,1.13372,1.13642,1.13336,1.13641,6725
2022.02.03,17:30,1.13641,1.13978,1.13622,1.13768,7039
2022.02.03,17:45,1.13768,1.13934,1.13714,1.13826,4400
2022.02.03,18:00,1.13826,1.1412,1.13752,1.14007,5174
2022.02.03,18:15,1.14007,1.14022,1.13852,1.13914,3810
2022.02.03,18:30,1.13914,1.14026,1.13861,1.13953,3809
2022.02.03,18:45,1.13953,1.14103,1.13942,1.14053,2619
2022.02.03,19:00,1.14053,1.1422,1.13948,1.14216,2400
2022.02.03,19:15,1.14216,1.14238,1.14146,1.14176,2438
2022.02.03,19:30,1.14176,1.1423,1.14145,1.14218,1785
2022.02.03,19:45,1.14218,1.14458,1.14209,1.14426,1963
2022.02.03,20:00,1.14426,1.14514,1.1425,1.14266,2577
2022.02.03,20:15,1.14266,1.14316,1.14232,1.14259,2060
2022.02.03,20:30,1.14259,1.14392,1.142,1.14359,1914
2022.02.03,20:45,1.14359,1.1444,1.14324,1.14382,1105
2022.02.03,21:00,1.14382,1.14401,1.14286,1.14374,885
2022.02.03,21:15,1.14374,1.14454,1.14354,1.14439,963
2022.02.03,21:30,1.14439,1.14443,1.14313,1.14332,919
2022.02.03,21:45,1.14332,1.14336,1.14261,1.14292,735
2022.02.03,22:00,1.14292,1.14374,1.14292,1.1436,643
2022.02.03,22:15,1.1436,1.14438,1.14348,1.14426,671
2022.02.03,22:30,1.14426,1.14498,1.14417,1.14494,703
2022.02.03,22:45,1.14494,1.14496,1.14383,1.14388,612
2022.02.03,23:00,1.14388,1.1441,1.14323,1.14328,548
2022.02.03,23:15,1.14328,1.1434,1.14302,1.14334,853
2022.02.03,23:30,1.14334,1.14346,1.1431,1.14338,617
2022.02.03,23:45,1.14338,1.14364,1.14316,1.14331,378
2022.02.04,00:00,1.14331,1.14359,1.14302,1.14346,407
2022.02.04,00:15,1.14346,1.14346,1.14281,1.14307,605
2022.02.04,00:30,1.14307,1.14372,1.14292,1.14372,407
2022.02.04,00:45,1.14372,1.14392,1.14364,1.14382,200
2022.02.04,01:00,1.14382,1.14392,1.1437,1.1439,68
2022.02.04,01:15,1.1439,1.14397,1.14382,1.14392,74
2022.02.04,01:30,1.14392,1.14413,1.1437,1.14379,17
2022.02.04,01:45,1.14379,1.14394,1.14358,1.1439,49
2022.02.04,02:00,1.1439,1.1439,1.14379,1.14384,10
2022.02.04,02:15,1.14384,1.14414,1.14375,1.14398,61
2022.02.04,02:30,1.14398,1.14422,1.1436,1.1438,169
2022.02.04,02:45,1.1438,1.14414,1.14374,1.14376,169
2022.02.04,03:00,1.14376,1.14384,1.14359,1.1436,71
2022.02.04,03:15,1.1436,1.14368,1.14352,1.14358,99
2022.02.04,03:30,1.14358,1.14359,1.1432,1.14338,298
2022.02.04,03:45,1.14338,1.14369,1.14332,1.14363,188
2022.02.04,04:00,1.14363,1.14448,1.14354,1.14435,366
2022.02.04,04:15,1.14435,1.14461,1.14394,1.14457,628
2022.02.04,04:30,1.14457,1.14532,1.14448,1.14486,484
2022.02.04,04:45,1.14486,1.14504,1.1446,1.14495,394
2022.02.04,05:00,1.14495,1.14542,1.14476,1.14491,592
2022.02.04,05:15,1.14491,1.14531,1.14466,1.1452,353
2022.02.04,05:30,1.1452,1.14549,1.14504,1.14548,460
2022.02.04,05:45,1.14548,1.1455,1.14489,1.145,427
2022.02.04,06:00,1.145,1.14578,1.14496,1.14578,372
2022.02.04,06:15,1.14578,1.14636,1.14578,1.14632,585
2022.02.04,06:30,1.14632,1.14645,1.14622,1.14634,430
2022.02.04,06:45,1.14634,1.14688,1.14632,1.14688,230
2022.02.04,07:00,1.14688,1.1469,1.1463,1.14647,526
2022.02.04,07:15,1.14647,1.14647,1.14594,1.14624,417
2022.02.04,07:30,1.14624,1.14638,1.14593,1.14636,452
2022.02.04,07:45,1.14636,1.14677,1.14606,1.14672,312
2022.02.04,08:00,1.14672,1.1472,1.1467,1.14711,332
2022.02.04,08:15,1.14711,1.14718,1.14658,1.1466,335
2022.02.04,08:30,1.1466,1.14676,1.1465,1.14654,268
2022.02.04,08:45,1.14654,1.14688,1.14644,1.14654,345
2022.02.04,09:00,1.14654,1.14654,1.14615,1.14619,250
2022.02.04,09:15,1.14619,1.14649,1.14595,1.14601,199
2022.02.04,09:30,1.14601,1.14615,1.14554,1.14566,447
2022.02.04,09:45,1.14566,1.14608,1.14556,1.14602,428
2022.02.04,10:00,1.14602,1.14602,1.1454,1.1458,377
2022.02.04,10:15,1.1458,1.146,1.14543,1.14567,519
2022.02.04,10:30,1.14567,1.1461,1.14552,1.1458,908
2022.02.04,10:45,1.1458,1.14586,1.14514,1.14555,673
2022.02.04,11:00,1.14555,1.14615,1.14544,1.14572,1434
2022.02.04,11:15,1.14572,1.14686,1.1457,1.14674,1576
2022.02.04,11:30,1.14674,1.14674,1.14421,1.14428,1935
2022.02.04,11:45,1.14428,1.14504,1.144,1.1449,1320
2022.02.04,12:00,1.1449,1.14557,1.14476,1.14552,1130
2022.02.04,12:15,1.14552,1.1461,1.1455,1.14602,1165
2022.02.04,12:30,1.14602,1.1461,1.14528,1.14548,1168
2022.02.04,12:45,1.14548,1.14586,1.14512,1.14527,1071
2022.02.04,13:00,1.14527,1.14576,1.14503,1.14521,1255
2022.02.04,13:15,1.14521,1.14656,1.14494,1.14632,1539
2022.02.04,13:30,1.14632,1.14754,1.14624,1.14738,1866
2022.02.04,13:45,1.14738,1.14741,1.1465,1.14694,1254
2022.02.04,14:00,1.14694,1.14752,1.14678,1.1471,1149
2022.02.04,14:15,1.1471,1.14724,1.14592,1.14631,1415
2022.02.04,14:30,1.14631,1.14668,1.1457,1.14576,1515
2022.02.04,14:45,1.14576,1.14676,1.14569,1.1465,1185
2022.02.04,15:00,1.1465,1.14771,1.14647,1.14744,1255
2022.02.04,15:15,1.14744,1.14839,1.14712,1.14786,1567
2022.02.04,15:30,1.14786,1.14814,1.1473,1.14806,1135
2022.02.04,15:45,1.14806,1.1482,1.14718,1.14728,965
2022.02.04,16:00,1.14728,1.14781,1.14702,1.14776,875
2022.02.04,16:15,1.14776,1.14776,1.1465,1.14652,1413
2022.02.04,16:30,1.14652,1.1466,1.14586,1.14644,1488
2022.02.04,16:45,1.14644,1.14682,1.14595,1.14604,1373
2022.02.04,17:00,1.14604,1.14604,1.1423,1.1425,5856
2022.02.04,17:15,1.1425,1.14368,1.14218,1.14362,4753
2022.02.04,17:30,1.14362,1.14582,1.14298,1.1457,4398
2022.02.04,17:45,1.1457,1.1457,1.14374,1.14378,3436
2022.02.04,18:00,1.14378,1.14453,1.14306,1.14419,2732
2022.02.04,18:15,1.14419,1.14428,1.14153,1.14156,3000
2022.02.04,18:30,1.14156,1.14283,1.14148,1.14154,2822
2022.02.04,18:45,1.14154,1.14394,1.14116,1.14394,2187
2022.02.04,19:00,1.14394,1.14408,1.14272,1.14298,1977
2022.02.04,19:15,1.14298,1.14433,1.1429,1.14422,2903
2022.02.04,19:30,1.14422,1.14477,1.14359,1.14477,2041
2022.02.04,19:45,1.14477,1.14523,1.14424,1.14476,1421
2022.02.04,20:00,1.14476,1.14528,1.14464,1.14504,937
2022.02.04,20:15,1.14504,1.14558,1.14475,1.14522,811
2022.02.04,20:30,1.14522,1.14588,1.14522,1.14554,753
2022.02.04,20:45,1.14554,1.1461,1.14542,1.14578,675
2022.02.04,21:00,1.14578,1.14626,1.14574,1.14588,616
2022.02.04,21:15,1.14588,1.14594,1.14541,1.14544,635
2022.02.04,21:30,1.14544,1.14642,1.14535,1.14608,717
2022.02.04,21:45,1.14608,1.14613,1.14538,1.14558,456
2022.02.04,22:00,1.14558,1.1457,1.14525,1.1454,488
2022.02.04,22:15,1.1454,1.14549,1.14514,1.14546,377
2022.02.04,22:30,1.14546,1.14581,1.14546,1.1456,418
2022.02.04,22:45,1.1456,1.14562,1.14504,1.14513,301
2022.02.04,23:00,1.14513,1.14562,1.14494,1.14559,398
2022.02.04,23:15,1.14559,1.14562,1.14475,1.1448,470
2022.02.04,23:30,1.1448,1.14528,1.14476,1.14526,545
2022.02.04,23:45,1.14526,1.14578,1.14515,1.14573,532
2022.02.05,00:00,1.14573,1.14598,1.1455,1.14563,419
2022.02.05,00:15,1.14563,1.14586,1.14535,1.1455,353
2022.02.05,00:30,1.1455,1.14559,1.14522,1.14525,115
2022.02.05,00:45,1.14525,1.14526,1.14492,1.14506,106
2022.02.05,01:00,1.14506,1.14521,1.14502,1.14508,52
2022.02.05,01:15,1.14508,1.14526,1.14498,1.14516,143
2022.02.07,01:30,1.14516,1.14639,1.14516,1.14582,75
2022.02.07,01:45,1.14582,1.14587,1.1457,1.14579,10
2022.02.07,02:00,1.14579,1.14622,1.14579,1.14592,48
2022.02.07,02:15,1.14592,1.14592,1.14571,1.14572,20
2022.02.07,02:30,1.14572,1.14584,1.14552,1.1456,223
2022.02.07,02:45,1.1456,1.14569,1.14526,1.14534,171
2022.02.07,03:00,1.14534,1.14566,1.14534,1.14557,169
2022.02.07,03:15,1.14557,1.14562,1.14516,1.14546,159
2022.02.07,03:30,1.14546,1.14561,1.14516,1.14542,287
2022.02.07,03:45,1.14542,1.14552,1.14508,1.14516,224
2022.02.07,04:00,1.14516,1.14552,1.14504,1.14548,186
2022.02.07,04:15,1.14548,1.14557,1.14512,1.14532,205
2022.02.07,04:30,1.14532,1.14538,1.14428,1.14454,603
2022.02.07,04:45,1.14454,1.14476,1.14428,1.14464,479
2022.02.07,05:00,1.14464,1.14477,1.14422,1.14428,429
2022.02.07,05:15,1.14428,1.14428,1.14396,1.14413,449
2022.02.07,05:30,1.14413,1.14426,1.14354,1.14359,337
2022.02.07,05:45,1.14359,1.14375,1.14304,1.1431,338
2022.02.07,06:00,1.1431,1.14345,1.14276,1.1429,502
2022.02.07,06:15,1.1429,1.14307,1.14272,1.14279,400
2022.02.07,06:30,1.14279,1.14286,1.14248,1.14278,314
2022.02.07,06:45,1.14278,1.14324,1.14278,1.14312,265
2022.02.07,07:00,1.14312,1.1432,1.14292,1.14306,272
2022.02.07,07:15,1.14306,1.14338,1.14302,1.1433,237
2022.02.07,07:30,1.1433,1.14368,1.14322,1.14366,243
2022.02.07,07:45,1.14366,1.14401,1.14362,1.14398,229
2022.02.07,08:00,1.14398,1.14407,1.14392,1.14396,125
2022.02.07,08:15,1.14396,1.14396,1.14362,1.14388,170
2022.02.07,08:30,1.14388,1.14404,1.1438,1.1439,259
2022.02.07,08:45,1.1439,1.14392,1.14337,1.14338,179
2022.02.07,09:00,1.14338,1.14356,1.1431,1.14314,211
2022.02.07,09:15,1.14314,1.14362,1.143,1.14306,594
2022.02.07,09:30,1.14306,1.14362,1.14304,1.14326,300
2022.02.07,09:45,1.14326,1.14335,1.14291,1.14318,331
2022.02.07,10:00,1.14318,1.14344,1.143,1.14308,307
2022.02.07,10:15,1.14308,1.1433,1.143,1.14316,389
2022.02.07,10:30,1.14316,1.14352,1.14277,1.14316,788
2022.02.07,10:45,1.14316,1.1435,1.14296,1.14302,516
2022.02.07,11:00,1.14302,1.1431,1.14257,1.14294,787
2022.02.07,11:15,1.14294,1.14344,1.14276,1.14324,768
2022.02.07,11:30,1.14324,1.14404,1.14292,1.14366,1502
2022.02.07,11:45,1.14366,1.1446,1.14268,1.14453,1354
2022.02.07,12:00,1.14453,1.14494,1.14352,1.1444,1324
2022.02.07,12:15,1.1444,1.14446,1.14303,1.14339,1185
2022.02.07,12:30,1.14339,1.14345,1.14226,1.14227,1457
2022.02.07,12:45,1.14227,1.14249,1.1419,1.14204,951
